"Part Suitability","Product (WPN)","Datasheet","SPICE Live Model","OPN","Price","Description","Power Conversion","VOUT (min) (V)","VOUT (max) (V)","VINDC/RMS (max) (V)","VINDC/RMS (min) (V)","IOUT (A)","Iq Typ (mA)","fSW Typ (kHz)","Topology","Control Mode","Package Type","Qualification","VCC Min (V)","VCC Max (V)","UVLO (V)","Stand-by Mode","Drive Capability Source","Drive Capability Sink","Latch","Shutdown Pin","Efficiency (%)","Phases","VDO Typ (V)","PSRR (dB)","Noise (µVrms)","Application","Polarity","Output","Enable","PowerGood","Short Circuit Protection","Soft Start","fJitter Typ (%)","RDS(ON) Typ (Ω)","V(BR)DSS Max (V)","IPeak (mA)","HV Start-up Min (V)","DSS (mA)","Over Power Compensation","Brown-out","PFC Mode","Frequency Operation","UVP","Inhibition","Vref Typ (V)","TA Max (°C)","TA Min (°C)","AEC Qualified","PPAP Capable","Halide Free","Lead Free","Status"
"89","NCP752","https://www.onsemi.com/download/data-sheet/pdf/NCP752-D.PDF","","NCP752BMX28TCG","0.22","LDO Regulator, 200 mA, Ultra-Low Dropout, Ultra-Low Iq, High PSRR, Ultra-Low Noise, 2.8V, XDFN6","DC/DC","2.8","2.8","6","2","0.2","0.012","","LDO","","XDFN-6","Standard","","","","","","","","","","","0.13","68","11.5","","Positive","Single","true","true","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"89","NCP752","https://www.onsemi.com/download/data-sheet/pdf/NCP752-D.PDF","","NCP752BMX30TCG","0.22","LDO Regulator, 200 mA, Ultra-Low Dropout, Ultra-Low Iq, High PSRR, Ultra-Low Noise, 3.0V, XDFN6","DC/DC","3","3","6","2","0.2","0.012","","LDO","","XDFN-6","Standard","","","","","","","","","","","0.13","68","11.5","","Positive","Single","true","true","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"89","NCP752","https://www.onsemi.com/download/data-sheet/pdf/NCP752-D.PDF","","NCP752BMX33TCG","0.22","LDO Regulator, 200 mA, Ultra-Low Dropout, Ultra-Low Iq, High PSRR, Ultra-Low Noise, 3.3V, XDFN6","DC/DC","3.3","3.3","6","2","0.2","0.012","","LDO","","XDFN-6","Standard","","","","","","","","","","","0.13","68","11.5","","Positive","Single","true","true","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"89","NCP170","https://www.onsemi.com/download/data-sheet/pdf/NCP170-D.PDF","","NCP170AMX250TCG","0.12","LDO Regulator, 150 mA, Ultra-Low Iq, 2.5V Auto Discharge","DC/DC","2.5","2.5","5.5","2.2","0.15","0.0005","","LDO","","XDFN-4","Standard","","","","","","","","","","","0.24","57","125","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"89","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160AMX1825TBG","0.12","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 1.825V, Active Discharge","DC/DC","1.825","1.825","5.5","1.9","0.25","0.018","","LDO","","XDFN-4","Standard","","","","","","","","","","","0.18","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"89","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160AMX290TBG","0.12","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 2.9V, Active Discharge","DC/DC","2.9","2.9","5.5","1.9","0.25","0.018","","LDO","","XDFN-4","Standard","","","","","","","","","","","0.095","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"89","NCP170","https://www.onsemi.com/download/data-sheet/pdf/NCP170-D.PDF","","NCP170BMX250TCG","0.13","LDO Regulator, 150 mA, Ultra-Low Iq, 2.5V Non-Auto Discharge","DC/DC","2.5","2.5","5.5","2.2","0.15","0.0005","","LDO","","XDFN-4","Standard","","","","","","","","","","","0.24","57","125","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"89","NCP170","https://www.onsemi.com/download/data-sheet/pdf/NCP170-D.PDF","","NCP170BMX310TCG","0.13","LDO Regulator, 150 mA, Ultra-Low Iq, 3.1V Non-Auto Discharge","DC/DC","3.1","3.1","5.5","2.2","0.15","0.0005","","LDO","","XDFN-4","Standard","","","","","","","","","","","0.19","47","120","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"89","NCV59801","https://www.onsemi.com/download/data-sheet/pdf/NCV59801-D.PDF","","NCV59801CMLADJTCG","0.31","LDO, 1A, Automotive, Low noise, Fixed and Adjustable, Controlled slew rate","DC/DC","","","5.5","1.6","1","0.035","","LDO","","DFNW-8","Automotive","","","","","","","","","","","","85","10","Automotive, Telecom","Positive","Single","true","true","","","","","","","","","","","","","","","","","","true","true","true","false","Active"
"89","NCV1076-77","https://www.onsemi.com/download/data-sheet/pdf/NCV1070-D.PDF","","NCV1076P130G","0.83","Automotive High-Voltage Switching Regulator","AC/DC","","","","","","","130","Offline Regulator","Current Mode","PDIP-7","Automotive","","","6.3","true","","","false","","","","","","","","","","","","true","","6","4.7","670","650","true","9.2","false","false","","","","","","","","true","true","true","true","Active"
"89","NCV2951","https://www.onsemi.com/download/data-sheet/pdf/LP2950-D.PDF","","NCV2951ACDR2G","0.23","LDO Regulator, 100 mA, Ultra-Low Iq, V<sub>out</sub>: 5.0 V or Adj; ±0.5%","DC/DC","","","30","2.3","0.1","0.093","","LDO","","SOIC-8","Automotive","","","","","","","","","","","0.35","","56","Automotive","Positive","Single","true","true","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"89","NCV2951","https://www.onsemi.com/download/data-sheet/pdf/LP2950-D.PDF","","NCV2951ACD3.3R2G","0.26","LDO Regulator, 100 mA, Ultra-Low Iq","DC/DC","","","30","2.3","0.1","0.093","","LDO","","SOIC-8","Automotive","","","","","","","","","","","0.35","","56","Automotive","Positive","Single","true","true","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"89","NCV2951","https://www.onsemi.com/download/data-sheet/pdf/LP2950-D.PDF","","NCV2951CDR2G","0.26","LDO Regulator, 100 mA, Ultra-Low Iq","DC/DC","","","30","2.3","0.1","0.093","","LDO","","SOIC-8","Automotive","","","","","","","","","","","0.35","","56","Automotive","Positive","Single","true","true","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"89","NCP718","https://www.onsemi.com/download/data-sheet/pdf/NCP718-D.PDF","","NCP718AMT250TBG","0.24","LDO Regulator, 300 mA, Wide Vin, Ultra-Low Iq, Fixed 2.5V, Active Discharge, WDFN6","DC/DC","2.5","2.5","24","2.5","0.3","0.004","","LDO","","WDFN-6","Standard","","","","","","","","","","","0.3","60","75","'-","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"89","NCV8501","https://www.onsemi.com/download/data-sheet/pdf/NCV8501-D.PDF","","NCV8501D50R2G","0.78","LDO Regulator, 150 mA, 5.0 V","DC/DC","5","5","45","-15","0.15","0.09","","LDO","","SOIC-8","Automotive","","","","","","","","","","","0.4","55","","Automotive","Positive","Single","true","true","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"89","NCP11187","https://www.onsemi.com/download/data-sheet/pdf/NCP11184-D.PDF","","NCP11187A065PG","1.11","Enhanced standby mode 0.87 Ω, 800 V Switcher, 65 kHz Switching frequency in PDIP-7 package","AC/DC","","","","","","","65","Offline Regulator","Current Mode","PDIP-7","Standard","","","7.8","true","","","true","","","","","","","","","","","","true","","5.9","0.7","800","","true","","true","true","","","","","","","","false","false","true","true","Active"
"88","NCP170","https://www.onsemi.com/download/data-sheet/pdf/NCP170-D.PDF","","NCP170AXV300T2G","0.12","LDO Regulator, 150 mA, Ultra-Low Iq, SOT-563, 3.0V Auto Discharge","DC/DC","3","3","5.5","2.2","0.15","0.0005","","LDO","","SOT563-6","Standard","","","","","","","","","","","0.19","47","120","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCV4263-2C","https://www.onsemi.com/download/data-sheet/pdf/NCV4263-2C-D.PDF","","NCV4263-2CPD50R2G","0.77","LDO Regulator, 200 mA, High PSRR","DC/DC","5","5","45","-42","0.15","0.275","","LDO","","SOIC-8 EP","Automotive","","","","","","","","","","","0.3","80","","Automotive","Positive","Single","true","true","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"88","NCP170","https://www.onsemi.com/download/data-sheet/pdf/NCP170-D.PDF","","NCP170BXV300T2G","0.12","LDO Regulator, 150 mA, Ultra-Low Iq, SOT-563, 3.0V Non-Auto Discharge","DC/DC","3","3","5.5","2.2","0.15","0.0005","","LDO","","SOT563-6","Standard","","","","","","","","","","","0.19","47","120","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCV8154","https://www.onsemi.com/download/data-sheet/pdf/NCV8154-D.PDF","","NCV8154MTW180280TCG","0.30","LDO Regulator, 300 mA, Low Dropout, Low Iq, High PSRR, 1.8V/2.8V, Dual 300mA LDO, Wettable Flank","DC/DC","1.8","1.8","5.25","1.9","0.3","0.055","","LDO","","WDFN-6","Automotive","","","","","","","","","","","0.16","75","75","Automotive","Positive","Dual","true","false","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160AMX320TBG","0.12","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 3.2V, Active Discharge","DC/DC","3.2","3.2","5.5","1.9","0.25","0.018","","LDO","","XDFN-4","Standard","","","","","","","","","","","0.085","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP153","https://www.onsemi.com/download/data-sheet/pdf/NCP153-D.PDF","","NCP153MX330180TCG","0.13","LDO Regulator, 130 mA, Dual Output, Low Iq, High PSRR, with Foldback","DC/DC","1.8","1.8","5.25","1.9","0.13","0.05","","LDO","","XDFN-6","Standard","","","","","","","","","","","0.13","75","75","Consumer","Positive","Dual","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCV4263-2C","https://www.onsemi.com/download/data-sheet/pdf/NCV4263-2C-D.PDF","","NCV4263-2CD250R2G","0.80","LDO Regulator, 200 mA, High PSRR","DC/DC","5","5","45","-42","0.15","0.275","","LDO","","SOIC-14","Automotive","","","","","","","","","","","0.3","80","","Automotive","Positive","Single","true","true","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"88","NCP500","https://www.onsemi.com/download/data-sheet/pdf/NCP500-D.PDF","","NCV500SN18T1G","0.20","LDO Regulator, 150 mA, Low Dropout, Low Noise, 1.8V","DC/DC","1.8","1.8","6","1.8","0.15","0.175","","LDO","","TSOP-5 / SOT-23-5","Automotive","","","","","","","","","","","0.27","62","","Automotive","Positive","Single","true","false","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"88","NCV8154","https://www.onsemi.com/download/data-sheet/pdf/NCV8154-D.PDF","","NCV8154MW150330TBG","0.26","LDO Regulator, 300 mA, Low Dropout, Low Iq, High PSRR, 1.5V/3.3V, Dual 300mA LDO, Wettable Flank","DC/DC","1.5","1.5","5.25","1.9","0.3","0.55","","LDO","","DFN-10","Automotive","","","","","","","","","","","0.14","75","75","Automotive","Positive","Dual","true","false","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"88","MC78L","https://www.onsemi.com/download/data-sheet/pdf/MC78L00A-D.PDF","","NCV78L15ABDR2G","0.16","Linear Voltage Regulator, 100 mA, 5 to 24 V, Positive, Vout: 15V; Tj = -40C to 125C","DC/DC","15","15","35","16.7","0.1","3","","LDO","","SOIC-8","Automotive","","","","","","","","","","","1.7","39","","Automotive","Positive","Single","false","false","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"88","NCP1681","https://www.onsemi.com/download/data-sheet/pdf/NCP1681-D.PDF","","NCP1681AAD2R2G","2.64","Totem-Pole Continuous Conduction Mode (CCM) / Multi-mode (CrM-CCM) Power Factor Correction Controller","AC/DC","","","","","","","65","Totem Pole","Current/Voltage Mode","SOIC20 NB LESS PIN 17 & 19","Standard","","30","10.5","","100","100","true","","","","","","","","","","","","","","","","","","","","","","CCM","Fixed","true","false","","","","false","false","true","true","Active"
"88","NCP170","https://www.onsemi.com/download/data-sheet/pdf/NCP170-D.PDF","","NCP170AMX300TCG","0.12","LDO Regulator, 150 mA, Ultra-Low Iq, 3.0V Auto Discharge","DC/DC","3","3","5.5","2.2","0.15","0.0005","","LDO","","XDFN-4","Standard","","","","","","","","","","","0.19","47","120","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP500","https://www.onsemi.com/download/data-sheet/pdf/NCP500-D.PDF","","NCV500SN28T1G","0.20","LDO Regulator, 150 mA, Low Dropout, Low Noise, 2.8V","DC/DC","2.8","2.8","6","1.8","0.15","0.185","","LDO","","TSOP-5 / SOT-23-5","Automotive","","","","","","","","","","","0.17","62","","Automotive","Positive","Single","true","false","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"88","NCP170","https://www.onsemi.com/download/data-sheet/pdf/NCP170-D.PDF","","NCP170BMX300TCG","0.13","LDO Regulator, 150 mA, Ultra-Low Iq, 3.0V Non-Auto Discharge","DC/DC","3","3","5.5","2.2","0.15","0.0005","","LDO","","XDFN-4","Standard","","","","","","","","","","","0.19","47","120","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160AFCS180T2G","0.07","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 1.8V, Active Discharge","DC/DC","1.8","1.8","5.5","1.9","0.25","0.018","","LDO","","WLCSP-4","Standard","","","","","","","","","","","0.18","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160AFCS280T2G","0.07","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 2.8V, Active Discharge","DC/DC","2.8","2.8","5.5","1.9","0.25","0.018","","LDO","","WLCSP-4","Standard","","","","","","","","","","","0.095","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCV8705","https://www.onsemi.com/download/data-sheet/pdf/NCV8705-D.PDF","","NCV8705ML33TCG","0.33","LDO Regulator, 500 mA, Low Dropout, Ultra-Low Iq, High PSRR, Ultra-Low Noise, 3.3V, DFNW8 Wettable Flank","DC/DC","3.3","3.3","5.5","2.5","0.5","0.013","","LDO","","DFNW-8","Automotive","","","","","","","","","","","0.23","71","12","Automotive","Positive","Single","true","false","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160AFCS330T2G","0.07","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 3.3V, Active Discharge","DC/DC","3.3","3.3","5.5","1.9","0.25","0.018","","LDO","","WLCSP-4","Standard","","","","","","","","","","","0.08","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCV1063","https://www.onsemi.com/download/data-sheet/pdf/NCV1060-D.PDF","","NCV1063AD060R2G","0.73","Automotive High-Voltage Switcher for low Power SMPS, NCV1063 60kHz in SOIC16 (AEC Qual)","AC/DC","","","","","","","60","Offline Regulator","Current Mode","SOIC-16","Automotive","","","7","true","","","false","","","","","","","","","","","","true","","6","11.4","670","650","true","8","true","false","","","","","","","","true","true","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160AFCS350T2G","0.07","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 3.5V, Active Discharge","DC/DC","3.5","3.5","5.5","1.9","0.25","0.018","","LDO","","WLCSP-4","Standard","","","","","","","","","","","0.075","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160AFCT180T2G","0.07","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 1.8V, Active Discharge","DC/DC","1.8","1.8","5.5","1.9","0.25","0.018","","LDO","","WLCSP-4","Standard","","","","","","","","","","","0.18","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160AFCT300T2G","0.07","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 3.0V, Active Discharge","DC/DC","3","3","5.5","1.9","0.25","0.018","","LDO","","WLCSP-4","Standard","","","","","","","","","","","0.09","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160AFCT330T2G","0.07","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 3.3V, Active Discharge","DC/DC","3.3","3.3","5.5","1.9","0.25","0.018","","LDO","","WLCSP-4","Standard","","","","","","","","","","","0.08","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160BFCT280T2G","0.07","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 2.8V, Non-Active Discharge","DC/DC","2.8","2.8","5.5","1.9","0.25","0.018","","LDO","","WLCSP-4","Standard","","","","","","","","","","","0.095","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160BFCT210T2G","0.07","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 2.1V, Non-Active Discharge","DC/DC","2.1","2.1","5.5","1.9","0.25","0.018","","LDO","","WLCSP-4","Standard","","","","","","","","","","","0.15","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160AFCT285T2G","0.07","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 2.85V, Active Discharge","DC/DC","2.85","2.85","5.5","1.9","0.25","0.018","","LDO","","WLCSP-4","Standard","","","","","","","","","","","0.095","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160AFCS300T2G","0.08","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 3.0V, Active Discharge","DC/DC","3","3","5.5","1.9","0.25","0.018","","LDO","","WLCSP-4","Standard","","","","","","","","","","","0.09","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160AFCT280T2G","0.08","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 2.8V, Active Discharge","DC/DC","2.8","2.8","5.5","1.9","0.25","0.018","","LDO","","WLCSP-4","Standard","","","","","","","","","","","0.095","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160AFCS285T2G","0.08","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 2.85V, Active Discharge","DC/DC","2.85","2.85","5.5","1.9","0.25","0.018","","LDO","","WLCSP-4","Standard","","","","","","","","","","","0.095","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160AFCS500T2G","0.08","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 5.0V, Active Discharge","DC/DC","5","5","5.5","1.9","0.25","0.018","","LDO","","WLCSP-4","Standard","","","","","","","","","","","0.06","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160AFCS514T2G","0.08","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 5.14V, Active Discharge","DC/DC","5.14","5.14","5.5","1.9","0.25","0.018","","LDO","","WLCSP-4","Standard","","","","","","","","","","","0.06","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160BFCS250T2G","0.08","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 2.5V, Non-Active Discharge","DC/DC","2.5","2.5","5.5","1.9","0.25","0.018","","LDO","","WLCSP-4","Standard","","","","","","","","","","","0.11","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160BFCS350T2G","0.08","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 3.5V, Non-Active Discharge","DC/DC","3.5","3.5","5.5","1.9","0.25","0.018","","LDO","","WLCSP-4","Standard","","","","","","","","","","","0.075","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160AFCT500T2G","0.09","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 5.0V, Active Discharge","DC/DC","5","5","5.5","1.9","0.25","0.018","","LDO","","WLCSP-4","Standard","","","","","","","","","","","0.06","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160BFCS450T2G","0.08","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 4.5V, Non-Active Discharge","DC/DC","4.5","4.5","5.5","1.9","0.25","0.018","","LDO","","WLCSP-4","Standard","","","","","","","","","","","0.065","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160AFCT514T2G","0.09","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 5.14V, Active Discharge","DC/DC","5.14","5.14","5.5","1.9","0.25","0.018","","LDO","","WLCSP-4","Standard","","","","","","","","","","","0.06","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160BFCT350T2G","0.09","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 3.5V, Non-Active Discharge","DC/DC","3.5","3.5","5.5","1.9","0.25","0.018","","LDO","","WLCSP-4","Standard","","","","","","","","","","","0.075","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160BFCT450T2G","0.09","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 4.5V, Non-Active Discharge","DC/DC","4.5","4.5","5.5","1.9","0.25","0.018","","LDO","","WLCSP-4","Standard","","","","","","","","","","","0.065","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP500","https://www.onsemi.com/download/data-sheet/pdf/NCP500-D.PDF","","NCV500SN33T1G","0.20","LDO Regulator, 150 mA, Low Dropout, Low Noise, 3.3V","DC/DC","3.3","3.3","6","1.8","0.15","0.195","","LDO","","TSOP-5 / SOT-23-5","Automotive","","","","","","","","","","","0.15","62","","Automotive","Positive","Single","true","false","","","","","","","","","","","","","","","","","","true","true","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160AFCT450T2G","0.09","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 4.5V, Active Discharge","DC/DC","4.5","4.5","5.5","1.9","0.25","0.018","","LDO","","WLCSP-4","Standard","","","","","","","","","","","0.065","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160AMX300TBG","0.09","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 3.0V, Active Discharge","DC/DC","3","3","5.5","1.9","0.25","0.018","","LDO","","XDFN-4","Standard","","","","","","","","","","","0.09","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160AMX350TBG","0.09","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 3.5V, Active Discharge","DC/DC","3.5","3.5","5.5","1.9","0.25","0.018","","LDO","","XDFN-4","Standard","","","","","","","","","","","0.075","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160AMX500TBG","0.09","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 5.0V, Active Discharge","DC/DC","5","5","5.5","1.9","0.25","0.018","","LDO","","XDFN-4","Standard","","","","","","","","","","","0.06","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160AMX180TBG","0.09","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 1.8V, Active Discharge","DC/DC","1.8","1.8","5.5","1.9","0.25","0.018","","LDO","","XDFN-4","Standard","","","","","","","","","","","0.18","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCP160","https://www.onsemi.com/download/data-sheet/pdf/NCP160-D.PDF","","NCP160BFCT514T2G","0.10","LDO Regulator, 250 mA,  Ultra-High PSRR, Ultra-Low Noise, 5.14V, Non-Active Discharge","DC/DC","5.14","5.14","5.5","1.9","0.25","0.018","","LDO","","WLCSP-4","Standard","","","","","","","","","","","0.06","98","10","Consumer","Positive","Single","true","false","","","","","","","","","","","","","","","","","","false","false","true","true","Active"
"88","NCV1076-77","https://www.onsemi.com/download/data-sheet/pdf/NCV1070-D.PDF","","NCV1077CSTBT3G","0.89","Automotive High-Voltage Switching Regulator, - 4.7 Ohm/ 800 mA Ipk / 100 kHz with No Brown-In","AC/DC","","","","","","","100","Offline Regulator","Current Mode","SOT-223-4 / TO-261-4D","Automotive","","","6.3","true","","","false","","","","","","","","","","","","true","","6","4.7","670","800","true","9.2","false","false","","","","","","","","true","true","true","true","Active"
