"Part Suitability","Product (WPN)","Datasheet","OPN","Price","Description","Vi(on) Min (V)","Vi(off) Max (V)","R1 (kΩ)","R2 (kΩ)","IC Continuous (A)","Configuration","Polarity","Package Type","V(BR)CEO Min (V)","hFE Min","R1/R2 Typ","Qualification","AEC Qualified","PPAP Capable","Halide Free","Lead Free","Status"
"88","MUN5311DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC114EP-D.PDF","SMUN5311DW1T3G","0.03","Complementary Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","35","1","Automotive","true","true","true","true","Active"
"88","MMUN2212L","https://www.onsemi.com/download/data-sheet/pdf/DTC124E-D.PDF","NSVMMUN2212LT1G","0.03","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Single","NPN","SOT-23-3","50","60","1","Automotive","true","true","true","true","Active"
"88","DTC124EE","https://www.onsemi.com/download/data-sheet/pdf/DTC124E-D.PDF","SDTC124EET1G","0.04","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Single","NPN","SC-75-3","50","60","1","Automotive","true","true","true","true","Active"
"88","NSBC124EDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC124ED-D.PDF","NSVBC124EDXV6T1G","0.09","Dual NPN Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Dual","NPN","SOT-563","50","60","1","Automotive","true","true","true","true","Active"
"88","MUN5112DW1","https://www.onsemi.com/download/data-sheet/pdf/DTA124ED-D.PDF","SMUN5112DW1T1G","0.09","Dual PNP Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Dual","PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","60","1","Automotive","true","true","true","true","Active"
"88","MMUN2211L","https://www.onsemi.com/download/data-sheet/pdf/DTC114E-D.PDF","SMMUN2211LT3G","0.03","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","NPN","SOT-23-3","50","35","1","Automotive","true","true","true","true","Active"
"88","MUN2212","https://www.onsemi.com/download/data-sheet/pdf/DTC124E-D.PDF","NSVMUN2212T1G","0.02","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Single","NPN","SC-59-3","50","60","1","Automotive","true","true","true","true","Active"
"88","MUN5212DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC124ED-D.PDF","NSVMUN5212DW1T1G","0.09","Dual NPN Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","60","1","Automotive","true","true","true","true","Active"
"88","MUN2212","https://www.onsemi.com/download/data-sheet/pdf/DTC124E-D.PDF","SMUN2212T1G","0.02","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Single","NPN","SC-59-3","50","60","1","Automotive","true","true","true","true","Active"
"88","MUN5311DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC114EP-D.PDF","SMUN5311DW1T2G","0.09","Complementary Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","35","1","Automotive","true","true","true","true","Active"
"88","MUN5111","https://www.onsemi.com/download/data-sheet/pdf/DTA114E-D.PDF","SMUN5111T1G","0.03","PNP Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","PNP","SC-70-3 / SOT-323-3","50","35","1","Automotive","true","true","true","true","Active"
"88","MUN2111","https://www.onsemi.com/download/data-sheet/pdf/DTA114E-D.PDF","SMUN2111T1G","0.02","PNP Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","PNP","SC-59-3","50","35","1","Automotive","true","true","true","true","Active"
"88","MUN5212","https://www.onsemi.com/download/data-sheet/pdf/DTC124E-D.PDF","SMUN5212T1G","0.03","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Single","NPN","SC-70-3 / SOT-323-3","50","60","1","Automotive","true","true","true","true","Active"
"88","MUN2211","https://www.onsemi.com/download/data-sheet/pdf/DTC114E-D.PDF","SMUN2211T3G","0.02","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","NPN","SC-59-3","50","35","1","Automotive","true","true","true","true","Active"
"88","MUN2111","https://www.onsemi.com/download/data-sheet/pdf/DTA114E-D.PDF","SMUN2111T3G","0.02","PNP Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","PNP","SC-59-3","50","35","1","Automotive","true","true","true","true","Active"
"88","MMUN2111L","https://www.onsemi.com/download/data-sheet/pdf/DTA114E-D.PDF","SMMUN2111LT1G","0.03","PNP Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","PNP","SOT-23-3","50","35","1","Automotive","true","true","true","true","Active"
"88","MMUN2111L","https://www.onsemi.com/download/data-sheet/pdf/DTA114E-D.PDF","SMMUN2111LT3G","0.03","PNP Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","PNP","SOT-23-3","50","35","1","Automotive","true","true","true","true","Active"
"88","DTC114EE","https://www.onsemi.com/download/data-sheet/pdf/DTC114E-D.PDF","SDTC114EET1G","0.04","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","NPN","SC-75-3","50","35","1","Automotive","true","true","true","true","Active"
"88","MUN5211","https://www.onsemi.com/download/data-sheet/pdf/DTC114E-D.PDF","SMUN5211T1G","0.03","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","NPN","SC-70-3 / SOT-323-3","50","35","1","Automotive","true","true","true","true","Active"
"88","MUN5211","https://www.onsemi.com/download/data-sheet/pdf/DTC114E-D.PDF","SMUN5211T3G","0.03","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","NPN","SC-70-3 / SOT-323-3","50","35","1","Automotive","true","true","true","true","Active"
"88","MUN5112","https://www.onsemi.com/download/data-sheet/pdf/DTA124E-D.PDF","SMUN5112T1G","0.03","PNP Bipolar Digital Transistor (BRT)","2.5","0.8","22","22","0.1","Single","PNP","SC-70-3 / SOT-323-3","50","60","1","Automotive","true","true","true","true","Active"
"88","MMUN2211L","https://www.onsemi.com/download/data-sheet/pdf/DTC114E-D.PDF","SMMUN2211LT1G","0.03","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","NPN","SOT-23-3","50","35","1","Automotive","true","true","true","true","Active"
"88","MUN2211","https://www.onsemi.com/download/data-sheet/pdf/DTC114E-D.PDF","SMUN2211T1G","0.02","NPN Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Single","NPN","SC-59-3","50","35","1","Automotive","true","true","true","true","Active"
"88","MUN5311DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC114EP-D.PDF","SMUN5311DW1T1G","0.09","Complementary Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","35","1","Automotive","true","true","true","true","Active"
"88","MUN5111DW1","https://www.onsemi.com/download/data-sheet/pdf/DTA114ED-D.PDF","SMUN5111DW1T1G","0.09","Dual PNP Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Dual","PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","35","1","Automotive","true","true","true","true","Active"
"88","MUN5211DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC114ED-D.PDF","SMUN5211DW1T1G","0.09","Dual NPN Bipolar Digital Transistor (BRT)","2.5","0.8","10","10","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","35","1","Automotive","true","true","true","true","Active"
"88","NSBC143EDP6","https://www.onsemi.com/download/data-sheet/pdf/DTC143ED-D.PDF","NSBC143EDP6T5G","0.08","Dual NPN Bipolar Digital Transistor (BRT)","2.5","0.5","4.7","4.7","0.1","Dual","NPN","SOT-963","50","15","1","Standard","false","false","true","true","Active"
"88","NSBC143EF3","https://www.onsemi.com/download/data-sheet/pdf/DTC143E-D.PDF","NSBC143EF3T5G","0.08","NPN Bipolar Digital Transistor (BRT)","2.5","0.5","4.7","4.7","0.1","Single","NPN","SOT-1123-3","50","15","1","Standard","false","false","true","true","Active"
"88","MUN2232","https://www.onsemi.com/download/data-sheet/pdf/DTC143E-D.PDF","MUN2232T1G","0.01","NPN Bipolar Digital Transistor (BRT)","2.5","0.5","4.7","4.7","0.1","Single","NPN","SC-59-3","50","15","1","Standard","false","false","true","true","Active"
"88","DTC143EE","https://www.onsemi.com/download/data-sheet/pdf/DTC143E-D.PDF","DTC143EET1G","0.02","NPN Bipolar Digital Transistor (BRT)","2.5","0.5","4.7","4.7","0.1","Single","NPN","SC-75-3","50","15","1","Standard","false","false","true","true","Active"
"88","MMUN2232L","https://www.onsemi.com/download/data-sheet/pdf/DTC143E-D.PDF","MMUN2232LT1G","0.01","NPN Bipolar Digital Transistor (BRT)","2.5","0.5","4.7","4.7","0.1","Single","NPN","SOT-23-3","50","15","1","Standard","false","false","true","true","Active"
"88","MUN5232","https://www.onsemi.com/download/data-sheet/pdf/DTC143E-D.PDF","MUN5232T1G","0.02","NPN Bipolar Digital Transistor (BRT)","2.5","0.5","4.7","4.7","0.1","Single","NPN","SC-70-3 / SOT-323-3","50","15","1","Standard","false","false","true","true","Active"
"88","DTC143EM3","https://www.onsemi.com/download/data-sheet/pdf/DTC143E-D.PDF","DTC143EM3T5G","0.03","NPN Bipolar Digital Transistor (BRT)","2.5","0.5","4.7","4.7","0.1","Single","NPN","SOT-723-3","50","15","1","Standard","false","false","true","true","Active"
"88","MUN5232DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC143ED-D.PDF","MUN5232DW1T1G","0.02","Dual NPN Bipolar Digital Transistor (BRT)","2.5","0.5","4.7","4.7","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","15","1","Standard","false","false","true","true","Active"
"88","NSBC143EDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC143ED-D.PDF","NSBC143EDXV6T1G","0.08","Dual NPN Bipolar Digital Transistor (BRT)","2.5","0.5","4.7","4.7","0.1","Dual","NPN","SOT-563","50","15","1","Standard","false","false","true","true","Active"
"88","MMUN2134L","https://www.onsemi.com/download/data-sheet/pdf/DTA124X-D.PDF","SMMUN2134LT1G","0.03","PNP Bipolar Digital Transistor (BRT)","2","0.5","22","47","0.1","Single","PNP","SOT-23-3","50","80","0.468","Automotive","true","true","true","true","Active"
"88","MUN5334DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC124XP-D.PDF","NSVMUN5334DW1T1G","0.09","Complementary Bipolar Digital Transistor (BRT)","2","0.5","22","47","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.468","Automotive","true","true","true","true","Active"
"88","MMUN2234L","https://www.onsemi.com/download/data-sheet/pdf/DTC124X-D.PDF","SMMUN2234LT1G","0.03","NPN Bipolar Digital Transistor (BRT)","2","0.5","22","47","0.1","Single","NPN","SOT-23-3","50","80","0.468","Automotive","true","true","true","true","Active"
"87","MMUN2137L","https://www.onsemi.com/download/data-sheet/pdf/DTA144W-D.PDF","NSVMMUN2137LT1G","0.03","PNP Bipolar Digital Transistor (BRT)","4","1.2","47","22","0.1","Single","PNP","SOT-23-3","50","80","2.1","Automotive","true","true","true","true","Active"
"87","MMUN2237L","https://www.onsemi.com/download/data-sheet/pdf/DTC144W-D.PDF","NSVMMUN2237LT1G","0.03","NPN Bipolar Digital Transistor (BRT)","4","1.2","47","22","0.1","Single","NPN","SOT-23-3","50","80","2.1","Automotive","true","true","true","true","Active"
"87","DTA144WE","https://www.onsemi.com/download/data-sheet/pdf/DTA144W-D.PDF","NSVDTA144WET1G","0.04","PNP Bipolar Digital Transistor (BRT), SS SC75 BR XSTR PNP 50V","4","1.2","47","22","0.1","Single","PNP","SC-75-3","50","80","2.136","Automotive","true","true","true","true","Active"
"87","MUN5237","https://www.onsemi.com/download/data-sheet/pdf/DTC144W-D.PDF","NSVMUN5237T1G","0.03","NPN Bipolar Digital Transistor (BRT)","4","1.2","47","22","0.1","Single","NPN","SC-70-3 / SOT-323-3","50","80","2.136","Automotive","true","true","true","true","Active"
"87","MUN2237","https://www.onsemi.com/download/data-sheet/pdf/DTC144W-D.PDF","NSVMUN2237T1G","0.02","NPN Bipolar Digital Transistor (BRT)","4","1.2","47","22","0.1","Single","NPN","SC-59-3","50","80","2.136","Automotive","true","true","true","true","Active"
"87","MUN5137DW1","https://www.onsemi.com/download/data-sheet/pdf/DTA144WD-D.PDF","NSVMUN5137DW1T1G","0.09","Dual PNP Bipolar Digital Transistor (BRT)","4","1.2","47","22","0.1","Dual","PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","2.136","Automotive","true","true","true","true","Active"
"86","MUN5237DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC144WD-D.PDF","SMUN5237DW1T1G","0.09","Dual NPN Bipolar Digital Transistor (BRT)","4","1.2","47","22","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","80","2.136","Automotive","true","true","true","true","Active"
"86","NSBA113EF3","https://www.onsemi.com/download/data-sheet/pdf/DTA113E-D.PDF","NSBA113EF3T5G","0.04","PNP Bipolar Digital Transistor (BRT)","2","0.5","1","1","0.1","Single","PNP","SOT-1123-3","50","3","1","Standard","false","false","true","true","Active"
"86","NSBA123EF3","https://www.onsemi.com/download/data-sheet/pdf/DTA123E-D.PDF","NSBA123EF3T5G","0.04","PNP Bipolar Digital Transistor (BRT)","2","0.5","2.2","2.2","0.1","Single","PNP","SOT-1123-3","50","8","1","Standard","false","false","true","true","Active"
"86","NSBC113EF3","https://www.onsemi.com/download/data-sheet/pdf/DTC113E-D.PDF","NSBC113EF3T5G","0.04","NPN Bipolar Digital Transistor (BRT)","2","0.5","1","1","0.1","Single","NPN","SOT-1123-3","50","3","1","Standard","false","false","true","true","Active"
"86","NSBA144TF3","https://www.onsemi.com/download/data-sheet/pdf/DTA144T-D.PDF","NSBA144TF3T5G","0.04","PNP Bipolar Digital Transistor (BRT)","4","0.5","47","","0.1","Single","PNP","SOT-1123-3","50","120","","Standard","false","false","true","true","Active"
"86","NSBC144TF3","https://www.onsemi.com/download/data-sheet/pdf/DTC144T-D.PDF","NSBC144TF3T5G","0.04","NPN Bipolar Digital Transistor (BRT)","4","0.5","47","","0.1","Single","NPN","SOT-1123-3","50","160","","Standard","false","false","true","true","Active"
"86","DTA113EE","https://www.onsemi.com/download/data-sheet/pdf/DTA113E-D.PDF","DTA113EET1G","0.01","PNP Bipolar Digital Transistor (BRT)","2","0.5","1","1","0.1","Single","PNP","SC-75-3","50","3","1","Standard","false","false","true","true","Active"
"86","DTC113EE","https://www.onsemi.com/download/data-sheet/pdf/DTC113E-D.PDF","DTC113EET1G","0.02","NPN Bipolar Digital Transistor (BRT)","2","0.5","1","1","0.1","Single","NPN","SC-75-3","50","3","1","Standard","false","false","true","true","Active"
"86","DTA144TE","https://www.onsemi.com/download/data-sheet/pdf/DTA144T-D.PDF","DTA144TET1G","0.01","PNP Bipolar Digital Transistor (BRT)","4","0.5","47","","0.1","Single","PNP","SC-75-3","50","120","","Standard","false","false","true","true","Active"
"86","MUN5140","https://www.onsemi.com/download/data-sheet/pdf/DTA144T-D.PDF","MUN5140T1G","0.02","PNP Bipolar Digital Transistor (BRT)","4","0.5","47","","0.1","Single","PNP","SC-70-3 / SOT-323-3","50","120","","Standard","false","false","true","true","Active"
"86","MUN5240","https://www.onsemi.com/download/data-sheet/pdf/DTC144T-D.PDF","MUN5240T1G","0.02","NPN Bipolar Digital Transistor (BRT)","4","0.5","47","","0.1","Single","NPN","SC-70-3 / SOT-323-3","50","160","","Standard","false","false","true","true","Active"
"86","DTC144TE","https://www.onsemi.com/download/data-sheet/pdf/DTC144T-D.PDF","DTC144TET1G","0.02","NPN Bipolar Digital Transistor (BRT)","4","0.5","47","","0.1","Single","NPN","SC-75-3","50","160","","Standard","false","false","true","true","Active"
"86","DTC113EM3","https://www.onsemi.com/download/data-sheet/pdf/DTC113E-D.PDF","DTC113EM3T5G","0.03","NPN Bipolar Digital Transistor (BRT)","2","0.5","1","1","0.1","Single","NPN","SOT-723-3","50","3","1","Standard","false","false","true","true","Active"
"86","DTA113EM3","https://www.onsemi.com/download/data-sheet/pdf/DTA113E-D.PDF","DTA113EM3T5G","0.04","PNP Bipolar Digital Transistor (BRT)","2","0.5","1","1","0.1","Single","PNP","SOT-723-3","50","3","1","Standard","false","false","true","true","Active"
"86","MMUN2140L","https://www.onsemi.com/download/data-sheet/pdf/DTA144T-D.PDF","MMUN2140LT1G","0.01","PNP Bipolar Digital Transistor (BRT)","4","0.5","47","","0.1","Single","PNP","SOT-23-3","50","120","","Standard","false","false","true","true","Active"
"86","MMUN2240L","https://www.onsemi.com/download/data-sheet/pdf/DTC144T-D.PDF","MMUN2240LT1G","0.02","NPN Bipolar Digital Transistor (BRT)","4","0.5","47","","0.1","Single","NPN","SOT-23-3","50","160","","Standard","false","false","true","true","Active"
"86","MUN2130","https://www.onsemi.com/download/data-sheet/pdf/DTA113E-D.PDF","MUN2130T1G","0.03","Bias Resistor Transistor","2","0.5","1","1","0.1","Single","PNP","SC-59-3","50","3","1","Standard","false","false","true","true","Active"
"86","MUN2140","https://www.onsemi.com/download/data-sheet/pdf/DTA144T-D.PDF","MUN2140T1G","0.02","PNP Bipolar Digital Transistor (BRT)","4","0.5","47","","0.1","Single","PNP","SC-59-3","50","160","","Standard","false","false","true","true","Active"
"86","NSBA113EDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTA113ED-D.PDF","NSBA113EDXV6T1G","0.05","50V Dual PNP Bipolar Digital Transistor","2","0.5","1","1","0.1","Single","PNP","SOT-563","50","3","1","Standard","false","false","true","true","Active"
"86","NSBC113EPDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC113EP-D.PDF","NSBC113EPDXV6T1G","0.05","50V Dual Bipolar Digital Transistor","2","0.5","1","1","0.1","Complementary","NPN+PNP","SOT-563","50","3","1","Standard","false","false","true","true","Active"
"86","NSBC123EDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC123ED-D.PDF","NSBC123EDXV6T1G","0.05","50V Dual NPN Bipolar Digital Transistor","2","0.5","2.2","2.2","0.1","Dual","NPN","SOT-563","50","8","1","Standard","false","false","true","true","Active"
"86","MUN5213DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC144ED-D.PDF","MUN5213DW1T3G","0.02","Dual NPN Bipolar Digital Transistor (BRT)","3","0.8","47","47","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","80","1","Standard","false","false","true","true","Active"
"86","NSBC113EDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC113ED-D.PDF","NSBC113EDXV6T1G","0.07","50V Dual NPN Bipolar Digital Transistor","2","0.5","1","1","0.1","Dual","NPN","SOT-563","50","3","1","Standard","false","false","true","true","Active"
"86","NSBA123EDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTA123ED-D.PDF","NSBA123EDXV6T1G","0.08","50V Dual PNP Bipolar Digital Transistor","2","0.5","2.2","2.2","0.1","Dual","PNP","SOT-563","50","8","1","Standard","false","false","true","true","Active"
"86","NSBC123EPDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC123EP-D.PDF","NSBC123EPDXV6T1G","0.08","50V Dual Bipolar Digital Transistor","2","0.5","2.2","2.2","0.1","Complementary","NPN+PNP","SOT-563","50","8","1","Standard","false","false","true","true","Active"
"86","NSBC144EDP6","https://www.onsemi.com/download/data-sheet/pdf/DTC144ED-D.PDF","NSBC144EDP6T5G","0.05","Dual NPN Bipolar Digital Transistor (BRT)","3","0.8","47","47","0.1","Dual","NPN","SOT-963","50","80","1","Standard","false","false","true","true","Active"
"86","MMUN2113L","https://www.onsemi.com/download/data-sheet/pdf/DTA144E-D.PDF","MMUN2113LT3G","0.01","PNP Bipolar Digital Transistor (BRT)","3","0.8","47","47","0.1","Single","PNP","SOT-23-3","50","80","1","Standard","false","false","true","true","Active"
"86","MMUN2113L","https://www.onsemi.com/download/data-sheet/pdf/DTA144E-D.PDF","MMUN2113LT1G","0.01","PNP Bipolar Digital Transistor (BRT)","3","0.8","47","47","0.1","Single","PNP","SOT-23-3","50","80","1","Standard","false","false","true","true","Active"
"86","MMUN2213L","https://www.onsemi.com/download/data-sheet/pdf/DTC144E-D.PDF","MMUN2213LT1G","0.01","NPN Bipolar Digital Transistor (BRT)","3","0.8","47","47","0.1","Single","NPN","SOT-23-3","50","80","1","Standard","false","false","true","true","Active"
"86","NSBC144EF3","https://www.onsemi.com/download/data-sheet/pdf/DTC144E-D.PDF","NSBC144EF3T5G","0.07","NPN Bipolar Digital Transistor (BRT)","3","0.8","47","47","0.1","Single","NPN","SOT-1123-3","50","80","1","Standard","false","false","true","true","Active"
"86","NSBC144EPDP6","https://www.onsemi.com/download/data-sheet/pdf/DTC144EP-D.PDF","NSBC144EPDP6T5G","0.08","Complementary Bipolar Digital Transistor (BRT)","3","0.8","47","47","0.1","Complementary","NPN+PNP","SOT-963","50","80","1","Standard","false","false","true","true","Active"
"86","DTC144EE","https://www.onsemi.com/download/data-sheet/pdf/DTC144E-D.PDF","DTC144EET1G","0.01","NPN Bipolar Digital Transistor (BRT)","3","0.8","47","47","0.1","Single","NPN","SC-75-3","50","80","1","Standard","false","false","true","true","Active"
"86","MUN2113","https://www.onsemi.com/download/data-sheet/pdf/DTA144E-D.PDF","MUN2113T1G","0.01","PNP Bipolar Digital Transistor (BRT)","3","0.8","47","47","0.1","Single","PNP","SC-59-3","50","80","1","Standard","false","false","true","true","Active"
"86","MUN5213","https://www.onsemi.com/download/data-sheet/pdf/DTC144E-D.PDF","MUN5213T1G","0.02","NPN Bipolar Digital Transistor (BRT)","3","0.8","47","47","0.1","Single","NPN","SC-70-3 / SOT-323-3","50","80","1","Standard","false","false","true","true","Active"
"86","MUN2213","https://www.onsemi.com/download/data-sheet/pdf/DTC144E-D.PDF","MUN2213T1G","0.02","NPN Bipolar Digital Transistor (BRT)","3","0.8","47","47","0.1","Single","NPN","SC-59-3","50","80","1","Standard","false","false","true","true","Active"
"86","MUN5213DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC144ED-D.PDF","MUN5213DW1T1G","0.02","Dual NPN Bipolar Digital Transistor (BRT)","3","0.8","47","47","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","80","1","Standard","false","false","true","true","Active"
"86","MUN5313DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC144EP-D.PDF","MUN5313DW1T1G","0.02","Complementary Bipolar Digital Transistor (BRT)","3","0.8","47","47","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","1","Standard","false","false","true","true","Active"
"86","NSBA144EDP6","https://www.onsemi.com/download/data-sheet/pdf/DTA144ED-D.PDF","NSBA144EDP6T5G","0.10","Dual PNP Bipolar Digital Transistor (BRT)","3","0.8","47","47","0.1","Dual","PNP","SOT-963","50","80","1","Standard","false","false","true","true","Active"
"86","DTC144EM3","https://www.onsemi.com/download/data-sheet/pdf/DTC144E-D.PDF","DTC144EM3T5G","0.04","NPN Bipolar Digital Transistor (BRT)","3","0.8","47","47","0.1","Single","NPN","SOT-723-3","50","80","1","Standard","false","false","true","true","Active"
"86","MUN5113DW1","https://www.onsemi.com/download/data-sheet/pdf/DTA144ED-D.PDF","MUN5113DW1T1G","0.02","Dual PNP Bipolar Digital Transistor (BRT)","3","0.8","47","47","0.1","Dual","PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","1","Standard","false","false","true","true","Active"
"86","NSBC144EDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC144ED-D.PDF","NSBC144EDXV6T1G","0.05","Dual NPN Bipolar Digital Transistor (BRT), Dual SOT-563 NPN BRT 47kR / 47kR","3","0.8","47","47","0.1","Dual","NPN","SOT-563","50","80","1","Standard","false","false","true","true","Active"
"86","NSBC144EPDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC144EP-D.PDF","NSBC144EPDXV6T1G","0.05","Complementary Bipolar Digital Transistor (BRT)","3","0.8","47","47","0.1","Complementary","NPN+PNP","SOT-563","50","80","1","Standard","false","false","true","true","Active"
"86","NSBA144EDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTA144ED-D.PDF","NSBA144EDXV6T1G","0.08","Dual PNP Bipolar Digital Transistor (BRT)","3","0.8","47","47","0.1","Dual","PNP","SOT-563","50","80","1","Standard","false","false","true","true","Active"
"85","MMUN2231L","https://www.onsemi.com/download/data-sheet/pdf/DTC123E-D.PDF","MMUN2231LT1G","0.01","NPN Bipolar Digital Transistor (BRT)","2","0.5","2.2","2.2","0.1","Single","NPN","SOT-23-3","50","8","1","Standard","false","false","true","true","Active"
"85","MMUN2131L","https://www.onsemi.com/download/data-sheet/pdf/DTA123E-D.PDF","MMUN2131LT1G","0.01","PNP Bipolar Digital Transistor (BRT)","2","0.5","2.2","2.2","0.1","Single","PNP","SOT-23-3","50","8","1","Standard","false","false","true","true","Active"
"85","MUN2231","https://www.onsemi.com/download/data-sheet/pdf/DTC123E-D.PDF","MUN2231T1G","0.02","NPN Bipolar Digital Transistor (BRT)","2","0.5","2.2","2.2","0.1","Single","NPN","SC-59-3","50","8","1","Standard","false","false","true","true","Active"
"85","MMUN2130L","https://www.onsemi.com/download/data-sheet/pdf/DTA113E-D.PDF","MMUN2130LT1G","0.02","PNP Bipolar Digital Transistor (BRT)","2","0.5","1","1","0.1","Single","PNP","SOT-23-3","50","3","1","Standard","false","false","true","true","Active"
"85","MUN5230DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC113ED-D.PDF","MUN5230DW1T1G","0.02","Dual NPN Bipolar Digital Transistor (BRT)","2","0.5","1","1","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","3","1","Standard","false","false","true","true","Active"
"85","MUN2230","https://www.onsemi.com/download/data-sheet/pdf/DTC113E-D.PDF","MUN2230T1G","0.02","NPN Bipolar Digital Transistor (BRT)","2","0.5","1","1","0.1","Single","NPN","SC-59-3","50","3","1","Standard","false","false","true","true","Active"
"85","MMUN2230L","https://www.onsemi.com/download/data-sheet/pdf/DTC113E-D.PDF","MMUN2230LT1G","0.02","NPN Bipolar Digital Transistor (BRT)","2","0.5","1","1","0.1","Single","NPN","SOT-23-3","50","3","1","Standard","false","false","true","true","Active"
"85","MUN5231DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC123ED-D.PDF","MUN5231DW1T1G","0.02","Dual NPN Bias Resistor Transistor (BRT)","2","0.5","2.2","2.2","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","8","1","Standard","false","false","true","true","Active"
"85","MUN2131","https://www.onsemi.com/download/data-sheet/pdf/DTA123E-D.PDF","MUN2131T1G","0.03","PNP Bipolar Digital Transistor (BRT)","2","0.5","2.2","2.2","0.1","Single","PNP","SC-59-3","50","8","1","Standard","false","false","true","true","Active"
"85","MUN5130","https://www.onsemi.com/download/data-sheet/pdf/DTA113E-D.PDF","MUN5130T1G","0.02","PNP Bipolar Digital Transistor (BRT)","2","0.5","1","1","0.1","Single","PNP","SC-70-3 / SOT-323-3","50","3","1","Standard","false","false","true","true","Active"
"85","DTA123EE","https://www.onsemi.com/download/data-sheet/pdf/DTA123E-D.PDF","DTA123EET1G","0.02","PNP Bipolar Digital Transistor (BRT)","2","0.5","2.2","2.2","0.1","Single","PNP","SC-75-3","50","8","1","Standard","false","false","true","true","Active"
