"Part Suitability","Product (WPN)","Datasheet","OPN","Price","Description","Shutter Type","Megapixels (MP)","Pixel Size (µm)","Frame Rate (fps)","Optical Format","Optical Format (inch)","Color","Output Interface","Package Type","Qualification","MSL Type","MSL Temp °C","AEC Qualified","PPAP Capable","Halide Free","Lead Free","Status"
"83","AR0331","https://www.onsemi.com/download/data-sheet/pdf/AR0331-D.PDF","AR0331SRSC00SUCA0-DPBR","'-","CMOS Image Sensor, 3 MP, 1/3""","Electronic Rolling","3.1","2.2","60","1/3 inch<br>(8.5 mm)","0.33","Bayer Color","Multi","ILCC-48","Standard","4","260","false","false","true","true","Active"
"83","AR0331","https://www.onsemi.com/download/data-sheet/pdf/AR0331-D.PDF","AR0331SRSC00SUCA0-DRBR","'-","CMOS Image Sensor, 3 MP, 1/3""","Electronic Rolling","3.1","2.2","60","1/3 inch<br>(8.5 mm)","0.33","Bayer Color","Multi","ILCC-48","Standard","4","260","false","false","true","true","Active"
"83","AR0234CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0234CSSC28SUKA0-CP","'-","1/2.6-inch 2.3 Mp CMOS Digital Image Sensor with Global Shutter, 2.3MP 1/2.6"", RGB, 28 deg CRA, with Protective Film","Global Shutter","2.3","3","120","1/2.6 inch<br>(9.8 mm)","0.38","Color","MIPI","ODCSP-83","Standard","4","245","false","false","true","true","Active"
"83","AR0234CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0234CSSC28SUKA0-CR","'-","1/2.6-inch 2.3 Mp CMOS Digital Image Sensor with Global Shutter, 2.3MP 1/2.6"", RGB, 28 deg CRA, without Protective Film","Global Shutter","2.3","3","120","1/2.6 inch<br>(9.8 mm)","0.38","Color","MIPI","ODCSP-83","Standard","4","245","false","false","true","true","Active"
"83","AR0234CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0234CSSM00SUKA0-CP","'-","1/2.6-inch 2.3 Mp CMOS Digital Image Sensor with Global Shutter, 2.3MP 1/2.6"", Mono, 0 deg CRA, with Protective Film","Global Shutter","2.3","3","120","1/2.6 inch<br>(9.8 mm)","0.38","Mono","MIPI","ODCSP-83","Standard","4","245","false","false","true","true","Active"
"83","AR0234CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0234CSSM00SUKA0-CR","'-","1/2.6-inch 2.3 Mp CMOS Digital Image Sensor with Global Shutter, 2.3MP 1/2.6"", Mono, 0 deg CRA, without Protective Film","Global Shutter","2.3","3","120","1/2.6 inch<br>(9.8 mm)","0.38","Mono","MIPI","ODCSP-83","Standard","4","245","false","false","true","true","Active"
"83","AR0330CM","https://www.onsemi.com/download/data-sheet/pdf/null","AR0330CM1C00SHAA0-DP","'-","CMOS Image Sensor, 3 MP, 1/3"", 0 Deg CRA, HiSpi, MIPI, CLCC, Tray, Protective Film","Electronic Rolling","3.5","2.2","60","1/3 inch<br>(8.5 mm)","0.33","RGB","Multi","CLCC-48","Standard","4","260","false","false","true","true","Active"
"83","AR0330CM","https://www.onsemi.com/download/data-sheet/pdf/null","AR0330CM1C00SHAA0-DR","'-","CMOS Image Sensor, 3 MP, 1/3"", 0 Deg CRA, HiSpi, MIPI, CLCC, Tray, No Protective Film","Electronic Rolling","3.5","2.2","60","1/3 inch<br>(8.5 mm)","0.33","RGB","Multi","CLCC-48","Standard","4","260","false","false","true","true","Active"
"83","AR0330CM","https://www.onsemi.com/download/data-sheet/pdf/null","AR0330CM1C00SHKA0-CP","'-","CMOS Image Sensor, 3 MP, 1/3"", 0 Deg CRA, HiSpi, MIPI, CSP, Tray, Protective Film","Electronic Rolling","3.5","2.2","60","1/3 inch<br>(8.5 mm)","0.33","RGB","Multi","ODCSP-64","Standard","5","260","false","false","true","true","Active"
"83","AR0330CM","https://www.onsemi.com/download/data-sheet/pdf/null","AR0330CM1C12SHAA0-DR","'-","CMOS Image Sensor, 3 MP, 1/3"", 12 Deg CRA, HiSpi, MIPI, CLCC, Tray, No Protective Film","Electronic Rolling","3.5","2.2","60","1/3 inch<br>(8.5 mm)","0.33","RGB","Multi","CLCC-48","Standard","4","260","false","false","true","true","Active"
"83","AR0330CM","https://www.onsemi.com/download/data-sheet/pdf/null","AR0330CM1C12SHKA0-CP","'-","CMOS Image Sensor, 3 MP, 1/3"", 12 Deg CRA, HiSpi, MIPI, CSP, Tray, Protective Film","Electronic Rolling","3.5","2.2","60","1/3 inch<br>(8.5 mm)","0.33","RGB","Multi","ODCSP-64","Standard","5","260","false","false","true","true","Active"
"83","AR0330CM","https://www.onsemi.com/download/data-sheet/pdf/null","AR0330CM1C12SHKA0-CR","'-","CMOS Image Sensor, 3 MP, 1/3"", 12 Deg CRA, HiSpi, MIPI, CSP, Tray, No Protective Film","Electronic Rolling","3.5","2.2","60","1/3 inch<br>(8.5 mm)","0.33","RGB","Multi","ODCSP-64","Standard","5","260","false","false","true","true","Active"
"83","AR0330CM","https://www.onsemi.com/download/data-sheet/pdf/null","AR0330CM1C12SUD20","'-","CMOS Image Sensor, 3 MP, 1/3"", 12 Deg CRA, HiSpi, MIPI, Parallel, Recon Die","Electronic Rolling","3.5","2.2","60","1/3 inch<br>(8.5 mm)","0.33","RGB","Multi","","Standard","","","false","false","true","true","Active"
"83","AR0330CM","https://www.onsemi.com/download/data-sheet/pdf/null","AR0330CM1C21SHKA0-CP","'-","CMOS Image Sensor, 3 MP, 1/3"", 21 Deg CRA, HiSpi, MIPI, CSP, Tray, Protective Film","Electronic Rolling","3.5","2.2","60","1/3 inch<br>(8.5 mm)","0.33","RGB","Multi","ODCSP-64","Standard","5","260","false","false","true","true","Active"
"83","AR0330CM","https://www.onsemi.com/download/data-sheet/pdf/null","AR0330CM1C21SHKA0-CR","'-","CMOS Image Sensor, 3 MP, 1/3"", 21 Deg CRA, HiSpi, MIPI, CSP, Tray, No Protective Film","Electronic Rolling","3.5","2.2","60","1/3 inch<br>(8.5 mm)","0.33","RGB","Multi","ODCSP-64","Standard","5","260","false","false","true","true","Active"
"83","AR0330CM","https://www.onsemi.com/download/data-sheet/pdf/null","AR0330CM1C25SUD20","'-","CMOS Image Sensor, 3 MP, 1/3"", 25 Deg CRA, HiSpi, MIPI, Parallel, Recon Die","Electronic Rolling","3.5","2.2","60","1/3 inch<br>(8.5 mm)","0.33","RGB","Multi","","Standard","","","false","false","true","true","Active"
"83","AR0330","https://www.onsemi.com/download/data-sheet/pdf/null","AR0330CS1C12SPKA0-CP","'-","CMOS Image Sensor, 3 MP, 1/3"", 12 Deg CRA, Parallel, MIPI, CSP, Tray, Protective Film","Electronic Rolling","3.5","2.2","60","1/3 inch<br>(8.5 mm)","0.33","RGB","Multi","ODCSP-61","Standard","5","260","false","false","true","true","Active"
"83","AR0330","https://www.onsemi.com/download/data-sheet/pdf/null","AR0330CS1C12SPKA0-CR","'-","CMOS Image Sensor, 3 MP, 1/3"", 12 Deg CRA, Parallel, MIPI, CSP, Tray, No Protective Film","Electronic Rolling","3.5","2.2","60","1/3 inch<br>(8.5 mm)","0.33","RGB","Multi","ODCSP-61","Standard","5","260","false","false","true","true","Active"
"83","AR0234CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0234CSSC00SUKA0-CP","'-","1/2.6-inch 2.3 Mp CMOS Digital Image Sensor with Global Shutter, 2.3MP 1/2.6"", RGB, 0 deg CRA, with Protective Film","Global Shutter","2.3","3","120","1/2.6 inch<br>(9.8 mm)","0.38","Color","MIPI","ODCSP-83","Standard","4","245","false","false","true","true","Active"
"83","AR0234CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0234CSSC00SUKA0-CR","'-","1/2.6-inch 2.3 Mp CMOS Digital Image Sensor with Global Shutter, 2.3MP 1/2.6"", RGB, 0 deg CRA, without Protective Film","Global Shutter","2.3","3","120","1/2.6 inch<br>(9.8 mm)","0.38","Color","MIPI","ODCSP-83","Standard","4","245","false","false","true","true","Active"
"83","AR0234CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0234CSSM28SUKA0-CP","'-","1/2.6-inch 2.3 Mp CMOS Digital Image Sensor with Global Shutter","Global Shutter","2.3","3","120","1/2.6 inch<br>(9.8 mm)","0.38","Mono","MIPI","ODCSP-83","Standard","4","245","false","false","true","true","Active"
"83","AR0234CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0234CSSM28SUKA0-CR","'-","1/2.6-inch 2.3 Mp CMOS Digital Image Sensor with Global Shutter, 2.3MP 1/2.6”, Mono, 28 deg CRA, without Protective Film","Global Shutter","2.3","3","120","1/2.6 inch<br>(9.8 mm)","0.38","Mono","MIPI","ODCSP-83","Standard","4","245","false","false","true","true","Active"
"82","AR0821CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0821CSSC18SMEA0-DPBR","'-","8.3 Mp Rolling Shutter CMOS Digital Image Sensor, 8.3MP 1/1.7"", RGB, 18 deg CRA, with Protective Film","Electronic Rolling","8.3","2.1","60","1/1.7 inch<br>(14.9 mm)","0.59","RGB","MIPI","IBGA-95","Standard","4","260","false","false","true","true","Active"
"82","AR0821CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0821CSSC18SMEA0-DRBR","'-","8.3 Mp Rolling Shutter CMOS Digital Image Sensor, 8.3MP 1/1.7"", RGB, 18 deg CRA, without Protective Film","Electronic Rolling","8.3","2.1","60","1/1.7 inch<br>(14.9 mm)","0.59","RGB","MIPI","IBGA-95","Standard","4","260","false","false","true","true","Active"
"82","MT9P006","https://www.onsemi.com/download/data-sheet/pdf/MT9P006-D.PDF","MT9P006I12STCU-DP","'-","CMOS Image Sensor, 5 MP, 1/2.5"", Dry Pack with Protective Film","Electronic Rolling","5","2.2","15","1/2.5 inch<br>(10.2 mm)","0.4","Bayer Color","Parallel","ILCC-48","Standard","4","260","false","false","true","true","Active"
"82","MT9P006","https://www.onsemi.com/download/data-sheet/pdf/MT9P006-D.PDF","MT9P006I12STCU-DR","'-","CMOS Image Sensor, 5 MP, 1/2.5"", Dry Pack without Protective Film","Electronic Rolling","5","2.2","15","1/2.5 inch<br>(10.2 mm)","0.4","Bayer Color","Parallel","ILCC-48","Standard","4","260","false","false","true","true","Active"
"82","AR0522","https://www.onsemi.com/download/data-sheet/pdf/null","AR0522SRSC09SURA0-DP","'-","CMOS Image Sensor, 5.1 MP, 1/2.5"", Near Infra-Red Enhancement, 5Mp 1/2.5"" Image Sensor, RGB, 9 deg CRA, mPLCC, multi output, Drypack with protective film","Rolling","5.1","2.2","60","1/2.5 inch<br>(10.2 mm)","0.4","RGB","Multi","PLCC-52","Standard","4","260","false","false","true","true","Active"
"82","AR0522","https://www.onsemi.com/download/data-sheet/pdf/null","AR0522SRSC09SURA0-DR","'-","CMOS Image Sensor, 5.1 MP, 1/2.5"", Near Infra-Red Enhancement, 5Mp 1/2.5"" Image Sensor, RGB, 9 deg CRA, mPLCC, multi output, Drypack","Rolling","5.1","2.2","60","1/2.5 inch<br>(10.2 mm)","0.4","RGB","Multi","PLCC-52","Standard","4","260","false","false","true","true","Active"
"82","AR0522","https://www.onsemi.com/download/data-sheet/pdf/null","AR0522SRSM09SURA0-DP","'-","CMOS Image Sensor, 5.1 MP, 1/2.5"", Near Infra-Red Enhancement, 5Mp 1/2.5"" Image Sensor, Mono, 9 deg CRA, mPLCC, multi output, Drypack with protective film","Rolling","5.1","2.2","60","1/2.5 inch<br>(10.2 mm)","0.4","Mono","Multi","PLCC-52","Standard","4","260","false","false","true","true","Active"
"82","AR0522","https://www.onsemi.com/download/data-sheet/pdf/null","AR0522SRSM09SURA0-DR","'-","CMOS Image Sensor, 5.1 MP, 1/2.5"", Near Infra-Red Enhancement, 5Mp 1/2.5"" Image Sensor, Mono, 9 deg CRA, mPLCC, multi output, Drypack","Rolling","5.1","2.2","60","1/2.5 inch<br>(10.2 mm)","0.4","Mono","Multi","PLCC-52","Standard","4","260","false","false","true","true","Active"
"81","AR0130CS","https://www.onsemi.com/download/data-sheet/pdf/AR0130CS-D.PDF","AR0130CSSC00SPCA0-DPBR","'-","CMOS Image Sensor, 1.2 MP, 1/3"", RGB, Parallel Interface, iLCC package with protective film, double side AR glass (Dry Pack) ","Electronic Rolling","1","3.75","45","1/3 inch<br>(8.5 mm)","0.33","RGB","Parallel","ILCC-48","Standard","4","260","false","false","true","true","Active"
"81","AR0130CS","https://www.onsemi.com/download/data-sheet/pdf/AR0130CS-D.PDF","AR0130CSSM00SPCA0-DRBR","'-","CMOS Image Sensor, 1.2 MP, 1/3"", Monochrome, Parallel Interface, iLCC package, double side AR glass (Dry Pack) ","Electronic Rolling","1","3.75","45","1/3 inch<br>(8.5 mm)","0.33","Mono","Parallel","ILCC-48","Standard","4","260","false","false","true","true","Active"
"81","AR0521","https://www.onsemi.com/download/data-sheet/pdf/null","AR0521SR2M09SURA0-DP","'-","CMOS Image Sensor, 5.1 MP, 1/2.5"", Mono, 9 Degree CRA, mPLCC, w/Protective Film","Electronic Rolling and Global Reset Release","5.1","2.2","60","1/2.5 inch<br>(10.2 mm)","0.4","Mono","Multi","PLCC-52","Standard","4","260","false","false","true","true","Active"
"81","AR0521","https://www.onsemi.com/download/data-sheet/pdf/null","AR0521SR2M09SURA0-DR","'-","CMOS Image Sensor, 5.1 MP, 1/2.5"", Mono, 9 Degree CRA, mPLCC","Electronic Rolling and Global Reset Release","5.1","2.2","60","1/2.5 inch<br>(10.2 mm)","0.4","Mono","Multi","PLCC-52","Standard","4","260","false","false","true","true","Active"
"81","AR0521","https://www.onsemi.com/download/data-sheet/pdf/null","AR0521SR2C09SURA0-DR","'-","CMOS Image Sensor, 5.1 MP, 1/2.5"", Color, 9 Degree CRA, mPLCC","Electronic Rolling and Global Reset Release","5.1","2.2","60","1/2.5 inch<br>(10.2 mm)","0.4","RGB","Multi","PLCC-52","Standard","4","260","false","false","true","true","Active"
"81","AR0521","https://www.onsemi.com/download/data-sheet/pdf/null","AR0521SR2C09SURA0-DP","'-","CMOS Image Sensor, 5.1 MP, 1/2.5"", Color, 9 Degree CRA, mPLCC, w/Protective Film","Electronic Rolling and Global Reset Release","5.1","2.2","60","1/2.5 inch<br>(10.2 mm)","0.4","RGB","Multi","PLCC-52","Standard","4","260","false","false","true","true","Active"
"81","AR0237","https://www.onsemi.com/download/data-sheet/pdf/null","AR0237CSSC12SPRA0-DR","'-","CMOS Image Sensor, 2.1 MP, 1/2.7"", RGB color, 12 deg CRA, mPLCC package, parallel interface, std glass (Dry pack)","Electronic Rolling and Global Reset Release","2.1","3","60","1/2.7 inch<br>(9.4 mm)","0.37","Bayer Color","Parallel","PLCC-48","Standard","4","260","false","false","true","true","Active"
"81","AR0134CS","https://www.onsemi.com/download/data-sheet/pdf/AR0134CS-D.PDF","AR0134CSSC00SPCA0-DPBR","'-","CMOS Image Sensor, Digital, Global Shutter, 1.2 MP, 1/3"", Color 0 Deg CRA CLCC with Protective film & Dual sided BBAR Glass  Tray","Global Shutter","1.2","3.75","54","1/3 inch<br>(8.5 mm)","0.33","RGB","HiSPi™","ILCC-48","Standard","4","260","false","false","true","true","Active"
"81","AR0134CS","https://www.onsemi.com/download/data-sheet/pdf/AR0134CS-D.PDF","AR0134CSSC00SUEA0-TPBR","'-","CMOS Image Sensor, Digital, Global Shutter, 1.2 MP, 1/3"", Color 0 Deg CRA iBGA with Protective film & Dual sided BBAR Glass  Tape and Reel","Global Shutter","1.2","3.75","54","1/3 inch<br>(8.5 mm)","0.33","RGB","HiSPi™","IBGA-63","Standard","4","260","false","false","true","true","Active"
"81","AR0134CS","https://www.onsemi.com/download/data-sheet/pdf/AR0134CS-D.PDF","AR0134CSSM00SPCA0-DPBR","'-","CMOS Image Sensor, Digital, Global Shutter, 1.2 MP, 1/3"", Mono 0 Deg CRA CLCC with Protective film & Dual sided BBAR Glass  Tray","Global Shutter","1.2","3.75","54","1/3 inch<br>(8.5 mm)","0.33","Mono","HiSPi™","ILCC-48","Standard","4","260","false","false","true","true","Active"
"81","AR0134CS","https://www.onsemi.com/download/data-sheet/pdf/AR0134CS-D.PDF","AR0134CSSM00SPCA0-DRBR","'-","CMOS Image Sensor, Digital, Global Shutter, 1.2 MP, 1/3"", Mono 0 Deg CRA CLCC with No Protective film & Dual sided BBAR Glass  Tray","Global Shutter","1.2","3.75","54","1/3 inch<br>(8.5 mm)","0.33","Mono","HiSPi™","ILCC-48","Standard","4","260","false","false","true","true","Active"
"81","AR0134CS","https://www.onsemi.com/download/data-sheet/pdf/AR0134CS-D.PDF","AR0134CSSM00SUEA0-DPBR","'-","CMOS Image Sensor, Digital, Global Shutter, 1.2 MP, 1/3"", Mono 0 Deg CRA iBGA with Protective film & Dual sided BBAR Glass  Tray","Global Shutter","1.2","3.75","54","1/3 inch<br>(8.5 mm)","0.33","Mono","HiSPi™","IBGA-63","Standard","4","260","false","false","true","true","Active"
"81","AR0134CS","https://www.onsemi.com/download/data-sheet/pdf/AR0134CS-D.PDF","AR0134CSSM00SUEA0-DRBR","'-","CMOS Image Sensor, Digital, Global Shutter, 1.2 MP, 1/3"", Mono 0 Deg CRA iBGA with No Protective film & Dual sided BBAR Glass  Tray","Global Shutter","1.2","3.75","54","1/3 inch<br>(8.5 mm)","0.33","Mono","HiSPi™","IBGA-63","Standard","4","260","false","false","true","true","Active"
"81","AR0134CS","https://www.onsemi.com/download/data-sheet/pdf/AR0134CS-D.PDF","AR0134CSSM25SUEA0-DPBR","'-","CMOS Image Sensor, Digital, Global Shutter, 1.2 MP, 1/3"", Mono 25 Deg CRA iBGA with Protective film & Dual sided BBAR Glass  Tray","Global Shutter","1.2","3.75","54","1/3 inch<br>(8.5 mm)","0.33","Mono","HiSPi™","IBGA-63","Standard","4","260","false","false","true","true","Active"
"81","AR0134CS","https://www.onsemi.com/download/data-sheet/pdf/AR0134CS-D.PDF","AR0134CSSM25SUEA0-DRBR","'-","CMOS Image Sensor, Digital, Global Shutter, 1.2 MP, 1/3"", Mono 25 Deg CRA iBGA with No Protective film & Dual sided BBAR Glass  Tray","Global Shutter","1.2","3.75","54","1/3 inch<br>(8.5 mm)","0.33","Mono","HiSPi™","IBGA-63","Standard","4","260","false","false","true","true","Active"
"81","AR0230CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0230CSSC12SUEA0-DR","'-","CMOS Image Sensor, 2 MP, 1/2.7"", RGB, Multi Interface, IBGA package (Dry Pack) ","Electronic Rolling and Global Reset Release","2.1","3","60","1/2.7 inch<br>(9.4 mm)","0.37","RGB","HiSPi™","IBGA-80","Standard","4","260","false","false","true","true","Active"
"80","PYTHON1300","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN1300A-D.PDF","NOIP2SE1300A-QTI","'-","CMOS Image Sensor, 1.3 MP (SXGA), Global Shutter, CMOS Output, Bayer Color, Microlens, LCC package, sealed glass with protective tape (D263)","Pipelined and Triggered Global","1.3","4.8","43","1/2 inch<br>(12.7 mm)","0.5","Bayer Color","Parallel","LCC-48","Standard","3","260","false","false","true","true","Active"
"80","PYTHON1300","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN1300A-D.PDF","NOIP2SN1300A-QTI","'-","CMOS Image Sensor, 1.3 MP (SXGA), Global Shutter, CMOS Output, Monochrome, Microlens, LCC package, sealed glass with protective tape (D263)","Pipelined and Triggered Global","1.3","4.8","43","1/2 inch<br>(12.7 mm)","0.5","Mono","Parallel","LCC-48","Standard","3","260","false","false","true","true","Active"
"80","AR0230CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0230CSSC00SUEA0-DRBR","'-","CMOS Image Sensor, 2 MP, 1/2.7"", RGB, Multi Interface, IBGA package, double side AR glass (Dry Pack) ","Electronic Rolling and Global Reset Release","2.1","3","60","1/2.7 inch<br>(9.4 mm)","0.37","RGB","HiSPi™","IBGA-80","Standard","4","260","false","false","true","true","Active"
"79","PYTHON480","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN0480A-D.PDF","NOIP1SF0480A-STI","'-","CMOS Image Sensor, Global Shutter, 0.48 MP, SVGA, LVDS & Parallel outputs, Color with Microlens (CRA 1), CSP package, Protective Tape on default glass lid (MOQ=100)","Pipelined and Triggered Global","0.48","4.8","120","1/3.6 inch<br>(7.1 mm)","0.28","Bayer Color","LVDS","ODCSP-67","Standard","4","245","false","false","true","true","Active"
"79","PYTHON480","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN0480A-D.PDF","NOIP1SF0480A-STI1","'-","CMOS Image Sensor, Global Shutter, 0.48 MP, SVGA, LVDS & Parallel outputs, Color with Microlens (CRA 1), CSP package, Protective Tape on default glass lid (MOQ=10)","Pipelined and Triggered Global","0.48","4.8","120","1/3.6 inch<br>(7.1 mm)","0.28","Bayer Color","LVDS","ODCSP-67","Standard","4","245","false","false","true","true","Active"
"79","PYTHON480","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN0480A-D.PDF","NOIP1SP0480A-STI","'-","CMOS Image Sensor, Global Shutter, 0.48 MP, SVGA, LVDS & Parallel outputs, Monochrome with  Microlens (CRA 1), CSP package, Protective Tape on default glass lid (MOQ=100)","Pipelined and Triggered Global","0.48","4.8","120","1/3.6 inch<br>(7.1 mm)","0.28","Mono","LVDS","ODCSP-67","Standard","4","245","false","false","true","true","Active"
"79","PYTHON480","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN0480A-D.PDF","NOIP1SP0480A-STI1","'-","CMOS Image Sensor, Global Shutter, 0.48 MP, SVGA, LVDS & Parallel outputs, Monochrome with  Microlens (CRA 1), CSP package, Protective Tape on default glass lid (MOQ=10)","Pipelined and Triggered Global","0.48","4.8","120","1/3.6 inch<br>(7.1 mm)","0.28","Mono","LVDS","ODCSP-67","Standard","4","245","false","false","true","true","Active"
"79","XGS5000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX5SE5000B-LTI","'-","CMOS Image Sensor, 5.3 MP, Global Shutter, HiSPi output (4 lanes), Color with Microlens, LGA package, Protective Tape on default glass lid","Global Shutter","5.3","3.2","43","2/3 inch<br>(16.9 mm)","0.67","Bayer Color","HiSPi™","ILGA163 16x16","Standard","4","245","false","false","true","true","Active"
"79","XGS5000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX5SN5000B-LTI","'-","CMOS Image Sensor, 5.3 MP, Global Shutter, HiSPi output (4 lanes), Monochrome with Microlens, LGA package, Protective Tape on default glass lid","Global Shutter","5.3","3.2","43","2/3 inch<br>(16.9 mm)","0.67","Mono","HiSPi™","ILGA163 16x16","Standard","4","245","false","false","true","true","Active"
"79","MT9J003","https://www.onsemi.com/download/data-sheet/pdf/MT9J003-D.PDF","MT9J003I12STMU-DP","'-","CMOS Image Sensor, 10 MP, 1/2.3""","Electronic Rolling and Global Reset Release","10","1.67","7.5","1/2.3 inch<br>(11.0 mm)","0.43","Mono","","ILCC-48","Standard","4","260","false","false","true","true","Active"
"79","PYTHON480","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN0480A-D.PDF","NOIP1SE0480A-STI","'-","CMOS Image Sensor, Global Shutter, 0.48 MP, SVGA, LVDS & Parallel outputs, Color with Microlens, CSP package, Protective Tape on default glass lid (MOQ=100)","Pipelined and Triggered Global","0.48","4.8","120","1/3.6 inch<br>(7.1 mm)","0.28","Bayer Color","LVDS","ODCSP-67","Standard","4","245","false","false","true","true","Active"
"79","PYTHON480","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN0480A-D.PDF","NOIP1SE0480A-STI1","'-","CMOS Image Sensor, Global Shutter, 0.48 MP, SVGA, LVDS & Parallel outputs, Color with Microlens, CSP package, Protective Tape on default glass lid (MOQ=10)","Pipelined and Triggered Global","0.48","4.8","120","1/3.6 inch<br>(7.1 mm)","0.28","Bayer Color","LVDS","ODCSP-67","Standard","4","245","false","false","true","true","Active"
"79","PYTHON480","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN0480A-D.PDF","NOIP1SN0480A-STI","'-","CMOS Image Sensor, Global Shutter, 0.48 MP, SVGA, LVDS & Parallel outputs, Monochrome with Microlens, CSP package, Protective Tape on default glass lid (MOQ=100)","Pipelined and Triggered Global","0.48","4.8","120","1/3.6 inch<br>(7.1 mm)","0.28","Mono","LVDS","ODCSP-67","Standard","4","245","false","false","true","true","Active"
"79","PYTHON480","https://www.onsemi.com/download/data-sheet/pdf/NOIP1SN0480A-D.PDF","NOIP1SN0480A-STI1","'-","CMOS Image Sensor, Global Shutter, 0.48 MP, SVGA, LVDS & Parallel outputs, Monochrome with Microlens, CSP package, Protective Tape on default glass lid (MOQ=10)","Pipelined and Triggered Global","0.48","4.8","120","1/3.6 inch<br>(7.1 mm)","0.28","Mono","LVDS","ODCSP-67","Standard","4","245","false","false","true","true","Active"
"77","AR0221","https://www.onsemi.com/download/data-sheet/pdf/null","AR0221SR2C00SUEA0-DPBR","'-","CMOS Image Sensor, 2.1 MP, 1/1.7""","Electronic Rolling and Global Reset Release","2.1","4.2","60","1/2 inch<br>(12.7 mm)","0.5","RGB","Multi","IBGA-87","Standard","4","260","false","false","true","true","Active"
"77","AR0221","https://www.onsemi.com/download/data-sheet/pdf/null","AR0221SR2C00SUEA0-DRBR","'-","CMOS Image Sensor, 2.1 MP, 1/1.7""","Electronic Rolling and Global Reset Release","2.1","4.2","60","1/2 inch<br>(12.7 mm)","0.5","RGB","Multi","IBGA-87","Standard","4","260","false","false","true","true","Active"
"77","XGS16000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX3SE016KB-LTI","'-","CMOS Image Sensor, 16 MP, Global Shutter, HiSPi Output (6 port), Color with Microlens, LGA Package, Protective tape on default glass lid","Global Shutter","16","3.2","21","1.1 inch<br>(27.9 mm)","1.1","Bayer Color","HiSPi™","ILGA163 21.5x19.5, 1P","Standard","4","245","false","false","true","true","Active"
"77","XGS16000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX3SN016KB-LTI","'-","CMOS Image Sensor, 16 MP, Global Shutter, HiSPi Output (6 port), Monochrome with Microlens, LGA Package, Protective tape on default glass lid","Global Shutter","16","3.2","21","1.1 inch<br>(27.9 mm)","1.1","Mono","HiSPi™","ILGA163 21.5x19.5, 1P","Standard","4","245","false","false","true","true","Active"
"76","XGS16000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX2SE016KB-LTI","'-","CMOS Image Sensor, 16 MP, Global Shutter, HiSPi Output (12 port), Color with Microlens, LGA Package, Protective tape on default glass lid","Global Shutter","16","3.2","42","1.1 inch<br>(27.9 mm)","1.1","Bayer Color","HiSPi™","ILGA163 21.5x19.5, 1P","Standard","4","245","false","false","true","true","Active"
"76","XGS16000","https://www.onsemi.com/download/data-sheet/pdf/null","NOIX2SN016KB-LTI","'-","CMOS Image Sensor, 16 MP, Global Shutter, HiSPi Output (12 port), Monochrome with Microlens, LGA Package, Protective tape on default glass lid","Global Shutter","16","3.2","42","1.1 inch<br>(27.9 mm)","1.1","Mono","HiSPi™","ILGA163 21.5x19.5, 1P","Standard","4","245","false","false","true","true","Active"
"75","AR0144CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0144CSSC00SUKA0-CPBR","'-","CMOS Image Sensor, Digital, Global Shutter, 1.0 MP, 1/4-Inch, RGB Color 0 degree CRA CSP with protective film","Global Shutter","","3","60","1/4 inch<br>(6.4 mm)","0.25","RGB","Multi","ODCSP-69","Standard","4","245","false","false","true","true","Active"
"75","AR0144CS","https://www.onsemi.com/download/data-sheet/pdf/null","AR0144CSSC20SUKA0-CPBR","'-","CMOS Image Sensor, Digital, Global Shutter, 1.0 MP, 1/4-Inch, RGB Color 20 degree CRA CSP with protective film","Global Shutter","","3","60","1/4 inch<br>(6.4 mm)","0.25","RGB","Multi","ODCSP-69","Standard","4","245","false","false","true","true","Active"
